Taxon	Value	Name	UniRuleId
NA	IPR017408,IPR026480,IPR029063	Protein arginine N-methyltransferase 2	ARBA00018778
2759	3.40.50.150:FF:000310	Protein arginine N-methyltransferase 2	ARBA00018778
4751	1.25.40.20:FF:000394,3.40.50.150:FF:000135	Protein arginine N-methyltransferase 2	ARBA00018778
33208	2.70.160.11:FF:000007,3.40.50.150:FF:000016	Protein arginine N-methyltransferase 2	ARBA00018778
451864	3.40.50.150:FF:000430	Protein arginine N-methyltransferase 2	ARBA00018778
4751	IPR013730	rRNA-processing protein FYV7	ARBA00018780
33208	IPR001075,IPR014824	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	ARBA00018782
2759	3.30.1370.70:FF:000002,3.30.300.130:FF:000001	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	ARBA00018782
NA	IPR001222,IPR012164,IPR034004	DNA-directed RNA polymerase I subunit RPA12	ARBA00018784
2759	2.20.25.10:FF:000020	DNA-directed RNA polymerase I subunit RPA12	ARBA00018784
NA	IPR001841,IPR001876,IPR028340	E3 ubiquitin-protein ligase Mdm2	ARBA00018786
2759	2.30.30.380:FF:000005	E3 ubiquitin-protein ligase Mdm2	ARBA00018786
33208	3.30.40.10:FF:000076	E3 ubiquitin-protein ligase Mdm2	ARBA00018786
201174	IPR007793,IPR019933	Cell wall synthesis protein Wag31	ARBA00018787
NA	IPR007122,IPR007123,PTHR11977:SF29	Gelsolin	ARBA00018797
2759	IPR028118,PTHR21533:SF13	Protein chibby homolog 2	ARBA00018798
28216	IPR019503,IPR051256	Dictomallein	ARBA00018800
2759	IPR006855,PTHR23342:SF4	Amino-acid acetyltransferase, mitochondrial	ARBA00018802
2759	3.40.630.30:FF:000049	Amino-acid acetyltransferase, mitochondrial	ARBA00018802
4751	3.40.630.30:FF:000070	Amino-acid acetyltransferase, mitochondrial	ARBA00018802
33208	IPR011989,IPR019156	Ataxin-10	ARBA00018804
2759	1.25.10.10:FF:000390	Ataxin-10	ARBA00018804
7711	1.25.10.10:FF:000897	Ataxin-10	ARBA00018804
NA	IPR001623,IPR003133,IPR010932	Large T antigen	ARBA00018805
NA	IPR029562,IPR046350,PTHR15106:SF2	Retinoic acid receptor responder protein 2	ARBA00018808
2759	3.10.450.10:FF:000014	Retinoic acid receptor responder protein 2	ARBA00018808
2759	IPR002792,IPR006466	Threonylcarbamoyladenosine tRNA methylthiotransferase	ARBA00018810
2759	3.80.30.20:FF:000002	Threonylcarbamoyladenosine tRNA methylthiotransferase	ARBA00018810
NA	IPR002508,IPR003646,IPR017273	Probable cell wall amidase LytH	ARBA00018811
2732525	IPR002877,IPR025807	Probable methyltransferase EP424R	ARBA00018814
NA	IPR016040,IPR021761,IPR036291	UDP-glucuronic acid decarboxylase 1	ARBA00018816
2759	3.40.50.720:FF:000065	UDP-glucuronic acid decarboxylase 1	ARBA00018816
NA	IPR001468,IPR006221,IPR011060	Multifunctional tryptophan biosynthesis protein	ARBA00018819
2759	3.20.20.70:FF:000136	Multifunctional tryptophan biosynthesis protein	ARBA00018819
4751	3.40.50.880:FF:000031	Multifunctional tryptophan biosynthesis protein	ARBA00018819
40674	IPR029382,PTHR31981:SF1	Glycosylated lysosomal membrane protein	ARBA00018820
NA	IPR007264,IPR023532,IPR036756	Ribosome biogenesis protein Nop10	ARBA00018821
28216	IPR003895,IPR006972	Translocator protein BipB	ARBA00018823
2697495	3.40.30.10:FF:000003	Thioredoxin peroxidase	ARBA00018824
28216	IPR009483,IPR036708	Translocator protein BipD	ARBA00018825
NA	IPR001436,IPR002068,PTHR45640:SF14	Alpha-crystallin A chain	ARBA00018827
2759	2.60.40.790:FF:000008	Alpha-crystallin A chain	ARBA00018827
NA	IPR000089,IPR002930,IPR017514	Glycine cleavage system H-like protein	ARBA00018830
2	IPR007334	UPF0208 membrane protein YfbV	ARBA00018831
NA	IPR000180,IPR008257,PTHR10443:SF38	Dipeptidase 1	ARBA00018832
314145	3.20.20.140:FF:000030	Dipeptidase 1	ARBA00018832
NA	IPR000375,IPR001401,PTHR11566:SF39	Dynamin-1-like protein	ARBA00018833
7711	3.40.50.300:FF:000172	Dynamin-1-like protein	ARBA00018833
3379134	IPR000422,IPR017945	3,4-dihydroxy-2-butanone 4-phosphate synthase	ARBA00018836
3379134	3.90.870.10:FF:000001	3,4-dihydroxy-2-butanone 4-phosphate synthase	ARBA00018836
NA	3.90.870.10:FF:000002	3,4-dihydroxy-2-butanone 4-phosphate synthase	ARBA00018836
33208	IPR011032,IPR018369	10 kDa heat shock protein, mitochondrial	ARBA00018842
33208	2.30.33.40:FF:000002	10 kDa heat shock protein, mitochondrial	ARBA00018842
7711	IPR001179,IPR042282	Inactive peptidyl-prolyl cis-trans isomerase FKBP6	ARBA00018844
2759	1.25.40.10:FF:000160,3.10.50.40:FF:000030	Inactive peptidyl-prolyl cis-trans isomerase FKBP6	ARBA00018844
NA	IPR004827,IPR046347,PTHR13044:SF2	Cyclic AMP-dependent transcription factor ATF-4	ARBA00018846
4751	IPR000217,IPR002454	Tubulin gamma chain	ARBA00018848
2759	3.30.1330.20:FF:000003,3.40.50.1440:FF:000012	Tubulin gamma chain	ARBA00018848
4751	1.10.287.600:FF:000004	Tubulin gamma chain	ARBA00018848
NA	3.40.50.1440:FF:000041	Tubulin gamma chain	ARBA00018848
1224	IPR002569,IPR002579	Peptide methionine sulfoxide reductase MsrA/MsrB	ARBA00018850
3379134	IPR028427,IPR036509	Peptide methionine sulfoxide reductase MsrA/MsrB	ARBA00018850
3379134	2.170.150.20:FF:000003,3.30.1060.10:FF:000007	Peptide methionine sulfoxide reductase MsrA/MsrB	ARBA00018850
90964	IPR002589,IPR043472	Protein-ADP-ribose hydrolase	ARBA00018852
2	PTHR11106,PTHR11106:SF121	Protein-ADP-ribose hydrolase	ARBA00018852
2	3.40.220.10:FF:000018	Protein-ADP-ribose hydrolase	ARBA00018852
33208	IPR002312,IPR004523	Aspartate--tRNA ligase, cytoplasmic	ARBA00018853
33208	3.30.930.10:FF:000013	Aspartate--tRNA ligase, cytoplasmic	ARBA00018853
4751	2.40.50.140:FF:000132	Aspartate--tRNA ligase, cytoplasmic	ARBA00018853
NA	IPR007875,IPR051192,PTHR12365:SF8	Protein sprouty homolog 2	ARBA00018854
NA	IPR007875,IPR051192,PTHR12365:SF10	Protein sprouty homolog 1	ARBA00018855
2759	IPR026506,PTHR20884:SF8	GDP-D-glucose phosphorylase 1	ARBA00018857
NA	IPR004030,IPR017142,IPR036119	Nitric oxide synthase oxygenase	ARBA00018859
35493	IPR000194,IPR005725	V-type proton ATPase catalytic subunit A	ARBA00018860
4751	IPR004100,PTHR43607:SF1	V-type proton ATPase catalytic subunit A	ARBA00018860
2759	IPR027417,PTHR43607:SF9	V-type proton ATPase catalytic subunit A	ARBA00018860
35493	1.10.1140.10:FF:000002,2.40.50.100:FF:000008	V-type proton ATPase catalytic subunit A	ARBA00018860
4751	2.40.30.20:FF:000002	V-type proton ATPase catalytic subunit A	ARBA00018860
NA	IPR027417,IPR040045,PTHR13236:SF0	Cytoplasmic dynein 2 light intermediate chain 1	ARBA00018863
NA	IPR001680,IPR011047,IPR037588	Target of rapamycin complex subunit LST8	ARBA00018867
2759	2.130.10.10:FF:000086	Target of rapamycin complex subunit LST8	ARBA00018867
NA	IPR000276,IPR002120,IPR017452	Thyrotropin-releasing hormone receptor	ARBA00018873
2759	1.20.1070.10:FF:000186	Thyrotropin-releasing hormone receptor	ARBA00018873
2759	IPR012445,PTHR13292:SF0	Autophagy-related protein 101	ARBA00018874
NA	IPR000072,IPR000859,PTHR11633:SF4	Platelet-derived growth factor D	ARBA00018876
NA	IPR000072,IPR000859,PTHR11633:SF5	Platelet-derived growth factor C	ARBA00018877
1783272	IPR000871,IPR006311	Beta-lactamase	ARBA00018879
1762	IPR012338,IPR023650	Beta-lactamase	ARBA00018879
2	3.40.710.10:FF:000033	Beta-lactamase	ARBA00018879
7711	IPR001796,IPR017925	Dihydrofolate reductase	ARBA00018886
4751	IPR024072,PTHR48069:SF3	Dihydrofolate reductase	ARBA00018886
201174	3.40.430.10:FF:000001	Dihydrofolate reductase	ARBA00018886
314147	3.40.430.10:FF:000002	Dihydrofolate reductase	ARBA00018886
7711	IPR004506,IPR014729	Mitochondrial tRNA-specific 2-thiouridylase 1	ARBA00018888
7711	2.30.30.280:FF:000001,3.40.50.620:FF:000104	Mitochondrial tRNA-specific 2-thiouridylase 1	ARBA00018888
NA	IPR000504,IPR012677,IPR049124	TAR DNA-binding protein 43	ARBA00018889
2759	3.30.70.330:FF:000098,3.30.70.330:FF:000107	TAR DNA-binding protein 43	ARBA00018889
40674	3.90.550.10:FF:000034	Exostosin-1	ARBA00018895
1206794	IPR015362,IPR036348	Partner of Y14 and mago	ARBA00018898
147537	IPR027417,IPR050896	Genetic interactor of prohibitins 3, mitochondrial	ARBA00018901
NA	IPR000639,IPR016292,PTHR21661:SF78	Epoxide hydrolase 1	ARBA00018902
2759	3.40.50.1820:FF:000172	Epoxide hydrolase 1	ARBA00018902
NA	IPR000566,IPR002223,IPR002968	Protein AMBP	ARBA00018905
2759	2.40.128.20:FF:000007	Protein AMBP	ARBA00018905
NA	IPR008115,IPR016491,IPR027417	Septin-7	ARBA00018906
7711	3.40.50.300:FF:000162	Septin-7	ARBA00018906
33208	IPR000847,IPR005119	Probable RuBisCO transcriptional regulator	ARBA00018907
33208	1.10.10.10:FF:000001	Probable RuBisCO transcriptional regulator	ARBA00018907
NA	IPR002060,IPR008949,IPR017825	Bifunctional lycopene cyclase/phytoene synthase	ARBA00018909
2759	1.10.600.10:FF:000018	Bifunctional lycopene cyclase/phytoene synthase	ARBA00018909
4751	1.10.600.10:FF:000020	Bifunctional lycopene cyclase/phytoene synthase	ARBA00018909
NA	IPR001978,IPR038077,PTHR13738:SF2	Troponin I, cardiac muscle	ARBA00018910
314145	1.20.5.350:FF:000002	Troponin I, cardiac muscle	ARBA00018910
NA	IPR000086,IPR003565,IPR015797	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	ARBA00018911
2759	3.90.79.10:FF:000037	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	ARBA00018911
3379134	IPR001989,IPR012838	Pyruvate formate-lyase 1-activating enzyme	ARBA00018912
2	3.20.20.70:FF:000050	Pyruvate formate-lyase 1-activating enzyme	ARBA00018912
NA	IPR007052,IPR008978,IPR037895	NudC domain-containing protein 1	ARBA00018915
2759	2.60.40.790:FF:000032	NudC domain-containing protein 1	ARBA00018915
40674	IPR008113,IPR016491	Septin-2	ARBA00018919
2759	IPR026157,PTHR21635:SF0	Leucine zipper transcription factor-like protein 1	ARBA00018920
186826	IPR003755,IPR011104	HPr kinase/phosphorylase	ARBA00018922
186826	3.40.50.300:FF:000174	HPr kinase/phosphorylase	ARBA00018922
NA	IPR001208,IPR008045,IPR012340	DNA replication licensing factor MCM2	ARBA00018925
2759	2.20.28.10:FF:000002	DNA replication licensing factor MCM2	ARBA00018925
NA	IPR011989,IPR013598,IPR040017	Exportin-T	ARBA00018928
2759	1.25.10.10:FF:000355	Exportin-T	ARBA00018928
33208	1.25.10.10:FF:000105	Exportin-T	ARBA00018928
33090	1.25.10.10:FF:000295	Exportin-T	ARBA00018928
4751	1.25.10.10:FF:000621	Exportin-T	ARBA00018928
NA	IPR003531,IPR003961,IPR040997	Interleukin-7 receptor subunit alpha	ARBA00018930
2759	2.60.40.10:FF:001443,2.60.40.1870:FF:000001	Interleukin-7 receptor subunit alpha	ARBA00018930
33208	IPR004006,IPR004007	Triokinase/FMN cyclase	ARBA00018932
NA	1.25.40.340:FF:000001,3.30.1180.20:FF:000003,3.40.50.10440:FF:000001	Triokinase/FMN cyclase	ARBA00018932
NA	IPR003323,IPR029071,IPR038765	Ubiquitin thioesterase OTU1	ARBA00018935
2759	IPR013087,PTHR13312	Ubiquitin thioesterase OTU1	ARBA00018935
2759	3.10.20.90:FF:000096	Ubiquitin thioesterase OTU1	ARBA00018935
33208	IPR000399,IPR011766	2-hydroxyacyl-CoA lyase 2	ARBA00018936
2759	3.40.50.1220:FF:000021,3.40.50.970:FF:000048	2-hydroxyacyl-CoA lyase 2	ARBA00018936
NA	IPR000418,IPR003118,PTHR11849:SF171	ETS homologous factor	ARBA00018937
2759	1.10.10.10:FF:000136,1.10.150.50:FF:000026	ETS homologous factor	ARBA00018937
2759	IPR009865,PTHR21362:SF1	Acrosin-binding protein	ARBA00018940
2759	IPR031627,PTHR15296:SF0	PDZK1-interacting protein 1	ARBA00018942
147545	IPR001232,IPR011333	E3 ubiquitin ligase complex SCF subunit sconC	ARBA00018943
147545	3.30.710.10:FF:000026	E3 ubiquitin ligase complex SCF subunit sconC	ARBA00018943
33208	IPR001494,IPR005043	Exportin-2	ARBA00018945
33208	1.25.10.10:FF:000057	Exportin-2	ARBA00018945
7711	IPR003038,PTHR10705:SF0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	ARBA00018947
10239	IPR007961	Latent membrane protein 1	ARBA00018948
NA	IPR002126,IPR014868,PTHR24027:SF80	Cadherin-13	ARBA00018949
NA	2.60.40.60:FF:000011,2.60.40.60:FF:000019,2.60.40.60:FF:000148	Cadherin-13	ARBA00018949
2759	PTHR33078,PTHR33078:SF92	Protein Ycf2	ARBA00018950
33208	IPR007303,IPR051330	TIP41-like protein	ARBA00018951
90964	IPR001227,IPR004410	Malonyl CoA-acyl carrier protein transacylase	ARBA00018953
3379134	IPR016036,IPR024925	Malonyl CoA-acyl carrier protein transacylase	ARBA00018953
90964	3.30.70.250:FF:000001	Malonyl CoA-acyl carrier protein transacylase	ARBA00018953
2	3.30.70.250:FF:000002	Malonyl CoA-acyl carrier protein transacylase	ARBA00018953
NA	IPR004687,IPR051115,PTHR12479:SF6	Lysosomal-associated transmembrane protein 4B	ARBA00018954
33208	IPR002194,IPR012716	T-complex protein 1 subunit beta	ARBA00018961
NA	1.10.560.10:FF:000017,1.10.560.10:FF:000045,3.50.7.10:FF:000002	T-complex protein 1 subunit beta	ARBA00018961
NA	IPR001436,IPR002068,IPR037876	Heat shock protein beta-1	ARBA00018962
2759	2.60.40.790:FF:000024	Heat shock protein beta-1	ARBA00018962
NA	IPR000467,IPR034082,IPR051189	Protein SQS1	ARBA00018964
NA	IPR001436,IPR002068,IPR042790	Heat shock protein beta-8	ARBA00018965
2759	2.60.40.790:FF:000028	Heat shock protein beta-8	ARBA00018965
2759	IPR024359,IPR038613	Peroxisome assembly protein 22	ARBA00018967
1206794	IPR001715,IPR008636	Protein hook	ARBA00018971
1206794	1.10.418.10:FF:000024	Protein hook	ARBA00018971
NA	IPR000536,IPR001628,IPR003077	Peroxisome proliferator-activated receptor gamma	ARBA00018974
2759	1.10.565.10:FF:000017,3.30.50.10:FF:000010	Peroxisome proliferator-activated receptor gamma	ARBA00018974
NA	IPR003531,IPR003961,IPR015319	Interleukin-4 receptor subunit alpha	ARBA00018975
NA	IPR001588,IPR016345,PTHR11500:SF0	Beta-casein	ARBA00018977
4751	IPR001452,IPR002014	Class E vacuolar protein-sorting machinery protein hse1	ARBA00018978
147538	2.30.30.40:FF:000072	Class E vacuolar protein-sorting machinery protein hse1	ARBA00018978
33208	IPR013083,IPR017375	Peroxisome assembly protein 12	ARBA00018980
4751	IPR006845,PTHR12888:SF0	Peroxisome assembly protein 12	ARBA00018980
40674	3.30.40.10:FF:000266	Peroxisome assembly protein 12	ARBA00018980
1506574	IPR001403,IPR013607	Capsid protein VP1	ARBA00018984
95337	IPR004005,IPR029053	Capsid protein VP1	ARBA00018984
10239	2.60.120.20:FF:000008	Capsid protein VP1	ARBA00018984
NA	IPR013894,IPR042470,PTHR14790:SF15	RecQ-mediated genome instability protein 1	ARBA00018987
2759	1.10.8.1020:FF:000001,2.40.50.770:FF:000002	RecQ-mediated genome instability protein 1	ARBA00018987
33090	2.40.50.770:FF:000004	RecQ-mediated genome instability protein 1	ARBA00018987
2759	IPR027976,PTHR14562:SF3	TATA box-binding protein-associated factor RNA polymerase I subunit D	ARBA00018992
33090	IPR004209,IPR036644	Ferredoxin-thioredoxin reductase catalytic chain, chloroplastic	ARBA00018993
33090	3.90.460.10:FF:000001	Ferredoxin-thioredoxin reductase catalytic chain, chloroplastic	ARBA00018993
33208	IPR021752,IPR033599	TATA box-binding protein-associated factor RNA polymerase I subunit B	ARBA00018994
2759	3.40.50.1100:FF:000040,3.40.50.1100:FF:000068	L-serine dehydratase	ARBA00018995
1783272	3.30.1330.90:FF:000001	L-serine dehydratase	ARBA00018995
NA	IPR023596,IPR026898,PTHR36844:SF1	Protease PrsW	ARBA00018997
NA	IPR001060,IPR018808,IPR030122	F-BAR domain only protein 2	ARBA00018998
2759	1.20.1270.60:FF:000016,2.60.40.1170:FF:000005	F-BAR domain only protein 2	ARBA00018998
147537	IPR000432,PTHR11361:SF122	DNA mismatch repair protein MSH3	ARBA00019000
147545	IPR007695,IPR007696	DNA mismatch repair protein MSH3	ARBA00019000
NA	1.10.1420.10:FF:000004,3.30.420.110:FF:000008,3.40.50.300:FF:001909	DNA mismatch repair protein MSH3	ARBA00019000
2759	3.40.1170.10:FF:000004	DNA mismatch repair protein MSH3	ARBA00019000
4751	3.40.50.300:FF:000870	DNA mismatch repair protein MSH3	ARBA00019000
451864	3.40.50.300:FF:002852	DNA mismatch repair protein MSH3	ARBA00019000
NA	3.30.420.110:FF:000010	DNA mismatch repair protein MSH3	ARBA00019000
147537	3.40.50.300:FF:003735	DNA mismatch repair protein MSH3	ARBA00019000
NA	IPR000584,IPR001452,IPR008079	Voltage-dependent L-type calcium channel subunit beta-3	ARBA00019004
2759	2.30.30.40:FF:000049,3.40.50.300:FF:000023	Voltage-dependent L-type calcium channel subunit beta-3	ARBA00019004
NA	IPR000584,IPR001452,IPR005444	Voltage-dependent L-type calcium channel subunit beta-2	ARBA00019005
2759	2.30.30.40:FF:000015,3.40.50.300:FF:000023	Voltage-dependent L-type calcium channel subunit beta-2	ARBA00019005
NA	IPR000584,IPR001452,IPR005443	Voltage-dependent L-type calcium channel subunit beta-1	ARBA00019007
2759	2.30.30.40:FF:000068,3.40.50.300:FF:000432	Voltage-dependent L-type calcium channel subunit beta-1	ARBA00019007
NA	IPR003442,IPR027417,PTHR33540	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	ARBA00019010
2	3.40.50.300:FF:001732	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	ARBA00019010
3379134	3.40.50.300:FF:000406	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	ARBA00019010
1236	IPR000905,IPR022496	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	ARBA00019012
2	3.30.420.40:FF:000097	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	ARBA00019012
NA	IPR005627,IPR036822,PTHR12598:SF0	Copper homeostasis protein cutC homolog	ARBA00019014
2759	3.20.20.380:FF:000001	Copper homeostasis protein cutC homolog	ARBA00019014
33208	3.20.20.380:FF:000002	Copper homeostasis protein cutC homolog	ARBA00019014
NA	IPR010930,IPR011491,IPR020013	Flagellar hook protein FlgE	ARBA00019015
2	2.60.98.20:FF:000001	Flagellar hook protein FlgE	ARBA00019015
3379134	2.60.98.20:FF:000003	Flagellar hook protein FlgE	ARBA00019015
NA	IPR002068,IPR008978,IPR037389	Outer dense fiber protein 1	ARBA00019020
2759	2.60.40.790:FF:000026	Outer dense fiber protein 1	ARBA00019020
NA	3.30.420.10:FF:000037,3.30.70.330:FF:000041,3.30.70.330:FF:000056	Epithelial splicing regulatory protein 2	ARBA00019021
NA	3.30.420.10:FF:000023,3.30.70.330:FF:000041,3.30.70.330:FF:000056	Epithelial splicing regulatory protein 1	ARBA00019023
NA	IPR039008,IPR042358,PTHR14069:SF0	Filensin	ARBA00019025
2759	1.20.5.1160:FF:000009	Filensin	ARBA00019025
590	IPR003519,IPR038498	MAPK phosphothreonine lyase	ARBA00019026
33208	IPR011421,IPR027124	Craniofacial development protein 1	ARBA00019033
NA	IPR000276,IPR001435,IPR001634	Adenosine receptor A2b	ARBA00019037
33208	IPR007238,IPR016558	DNA primase large subunit	ARBA00019038
2759	1.20.930.80:FF:000001	DNA primase large subunit	ARBA00019038
NA	1.20.930.80:FF:000009	DNA primase large subunit	ARBA00019038
NA	IPR000276,IPR001513,IPR001634	Adenosine receptor A2a	ARBA00019039
NA	IPR000277,IPR006237,IPR015421	L-methionine gamma-lyase	ARBA00019040
2	3.40.640.10:FF:000046,3.90.1150.10:FF:000008	L-methionine gamma-lyase	ARBA00019040
NA	IPR000873,IPR020845,PTHR24096:SF423	Luciferin 4-monooxygenase	ARBA00019043
33208	3.30.300.30:FF:000007,3.40.50.12780:FF:000003	Luciferin 4-monooxygenase	ARBA00019043
314146	IPR000971,IPR002335	Myoglobin	ARBA00019044
7898	IPR009050,PTHR47132:SF1	Myoglobin	ARBA00019044
3379134	IPR005123,IPR050231	2-oxoglutarate-dependent ethylene/succinate-forming enzyme	ARBA00019045
1783272	IPR002937,IPR004572	Coproporphyrinogen III oxidase	ARBA00019046
3379134	IPR005771,IPR005835	UTP--glucose-1-phosphate uridylyltransferase	ARBA00019048
33208	IPR002618,IPR016267	UTP--glucose-1-phosphate uridylyltransferase	ARBA00019048
2	3.90.550.10:FF:000008	UTP--glucose-1-phosphate uridylyltransferase	ARBA00019048
33208	2.160.10.10:FF:000001,3.90.550.10:FF:000002	UTP--glucose-1-phosphate uridylyltransferase	ARBA00019048
3379134	3.90.550.10:FF:000045	UTP--glucose-1-phosphate uridylyltransferase	ARBA00019048
4447	3.90.550.10:FF:000073	UTP--glucose-1-phosphate uridylyltransferase	ARBA00019048
NA	IPR001999,IPR002350,IPR037641	SPARC	ARBA00019049
314145	1.10.238.10:FF:000068,3.30.60.30:FF:000004	SPARC	ARBA00019049
NA	IPR002369,IPR014836,IPR015439	Integrin beta-2	ARBA00019050
NA	1.20.5.100:FF:000008,2.10.25.10:FF:000076,2.10.25.10:FF:000098	Integrin beta-2	ARBA00019050
40674	IPR002369,PTHR10082:SF28	Integrin beta-1	ARBA00019051
40674	1.20.5.100:FF:000002,2.10.25.10:FF:000043	Integrin beta-1	ARBA00019051
33208	IPR009071,PTHR10270:SF161	Sex-determining region Y protein	ARBA00019052
33554	1.10.30.10:FF:000002	Sex-determining region Y protein	ARBA00019052
2759	1.10.30.10:FF:000100	Sex-determining region Y protein	ARBA00019052
33208	1.10.30.10:FF:000088	Sex-determining region Y protein	ARBA00019052
NA	IPR002369,IPR012896,PTHR10082:SF11	Integrin beta-6	ARBA00019053
NA	1.20.5.100:FF:000004,2.10.25.10:FF:000043,2.10.25.10:FF:000075	Integrin beta-6	ARBA00019053
